candidateId,path,symbol,language,role,runtimeReachability,compileConsumers,runtimeConsumers,reflectionConsumers,configurationConsumers,testConsumers,scriptConsumers,historicalReferences,safetyRole,compatibilityRole,qualificationRole,canonicalProductionCounterpart,canonicalTestCounterpart,uniqueAssertionCount,uniqueBehaviorCovered,currentExecutionStatus,finalDisposition,reason,verification
L-212,frontend/src/features/accounts/types/accounts.ts,CredentialVerificationStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-213,frontend/src/components/nq/NqMetricCard.tsx,NqMetricTone export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-214,frontend/src/components/nq/RuntimeGuardBanner.tsx,RuntimeGuardBannerVariant export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-215,frontend/src/components/page/ListPageShell.tsx,ListPageShell export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Export disappeared when the unimported owner component file was deleted,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-216,frontend/src/components/standalone/ExceptionView.tsx,ExceptionMetaItem export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-217,frontend/src/components/standalone/ExceptionView.tsx,ExceptionViewProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-218,frontend/src/components/page/ListPageShell.tsx,ListPageShell,TypeScript,unreachable frontend declaration,none,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Unrouted placeholder page shell has no import or test consumer,Compiler unused diagnostics followed by successful TypeScript/unit/Vite build
L-219,frontend/src/constants/filter-options.ts,STRATEGY_STATUS_OPTIONS,TypeScript,unreachable frontend declaration,none,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Unused strategy status option constant; TypeScript noUnusedLocals confirmed,Compiler unused diagnostics followed by successful TypeScript/unit/Vite build
L-220,frontend/src/nq-design-system/charts/types.ts,NqChartState,TypeScript,unreachable frontend declaration,none,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Unused chart state type; TypeScript noUnusedLocals confirmed,Compiler unused diagnostics followed by successful TypeScript/unit/Vite build
L-221,frontend/src/nq-design-system/table/tableDensity.ts,nqAntdTableCellPadding,TypeScript,unreachable frontend declaration,none,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Unused AntD density helper; TypeScript noUnusedLocals confirmed,Compiler unused diagnostics followed by successful TypeScript/unit/Vite build
L-222,frontend/src/nq-design-system/theme/nqChartTheme.ts,nqChartSeriesPalette,TypeScript,unreachable frontend declaration,none,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Unused chart color array; TypeScript noUnusedLocals confirmed,Compiler unused diagnostics followed by successful TypeScript/unit/Vite build
L-223,frontend/src/types/api.ts,ApiErrorResponse,TypeScript,unreachable frontend declaration,none,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Unused internal API error shape; TypeScript noUnusedLocals confirmed,Compiler unused diagnostics followed by successful TypeScript/unit/Vite build
L-224,frontend/src/pages/paper-trading/PaperTradingPlaceholderPage.tsx,PaperTradingPlaceholderPage,TypeScript,obsolete route placeholder component,no route or import consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_SUPERSEDED,"No route, lazy import, test, or other source consumer; current paper trading pages replace the placeholder","Router/source/test import scan; TypeScript, unit tests, and Vite build"
L-225,frontend/src/i18n/locales/en-US/pages.json,paperOnlyPlaceholder,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-226,frontend/src/i18n/locales/en-US/pages.json,thisK5BRouteShellDoesNotReadCredentialsAccessRealExchangesOrIssueNewQueriesItIsNotInvestmentAdvice,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-227,frontend/src/i18n/locales/en-US/pages.json,thisModuleWillMoveHereInK5CItsFullViewRemainsAvailableOnTheCompatibleRunsPage,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-228,frontend/src/i18n/locales/en-US/pages.json,backToRuns,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-229,frontend/src/i18n/locales/zh-CN/pages.json,paperOnlyPlaceholder,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-230,frontend/src/i18n/locales/zh-CN/pages.json,thisK5BRouteShellDoesNotReadCredentialsAccessRealExchangesOrIssueNewQueriesItIsNotInvestmentAdvice,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-231,frontend/src/i18n/locales/zh-CN/pages.json,thisModuleWillMoveHereInK5CItsFullViewRemainsAvailableOnTheCompatibleRunsPage,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-232,frontend/src/i18n/locales/zh-CN/pages.json,backToRuns,JSON,obsolete placeholder translation key,no active i18n consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,Only removed PaperTradingPlaceholderPage consumed this key,Frontend source/test key search and locale JSON parse in build
L-233,research/py/src/nq_research/__main__.py,__main__,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,root launcher CLI compatibility,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-234,research/py/src/nq_research/cli.py,cli,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-235,research/py/src/nq_research/data/models.py,models,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-236,research/py/src/nq_research/dataset/manifest.py,manifest,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-237,research/py/src/nq_research/evaluation/artifacts.py,artifacts,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-238,research/py/src/nq_research/evaluation/metrics.py,metrics,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-239,research/py/src/nq_research/evaluation/parameters.py,parameters,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-240,research/py/src/nq_research/experiment/metadata.py,metadata,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-241,research/py/src/nq_research/reporting/summary.py,summary,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-242,research/py/src/nq_research/serialization/canonical.py,canonical,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-243,research/py/src/nq_research/strategy/sample_strategy.py,sample_strategy,Python,research module or CLI entry,CLI/package import or test import,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,research/py/tests,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,"Module belongs to current nq_research CLI, package graph, or tested research API; no superseding implementation demonstrated",Imports/entrypoint/pytest graph inspection; no Python source changed
L-244,research/py/nq_research/__main__.py,python -m nq_research,Python,root compatibility launcher,python -m command,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,not required for KEEP,historical snapshots retained,none,accepted root CLI launcher,none,,,,,,KEEP_ACTIVE_COMPATIBILITY,Root launcher forwards the accepted CLI contract to the src package entrypoint,CLI entrypoint and test graph inspection; no Python source changed
L-245,scripts/verify/rc1_local_account_context_seed.sql,rc1_local_account_context_seed,SQL,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,manual historical reproduction,historical snapshots retained,none,none,historical reproduction,,,,,,KEEP_HISTORICAL_IDENTITY,Historical local account fixture remains referenced by Gate J,Workflow/current-doc/reference search plus historical evidence search
L-246,scripts/java-standard/tests/Test-SongshanHistoryBoundary.ps1,Test-SongshanHistoryBoundary,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-247,scripts/java-standard/tests/Test-ShadowReportProofHash.ps1,Test-ShadowReportProofHash,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-248,scripts/java-standard/tests/Test-MavenProfileValidation.ps1,Test-MavenProfileValidation,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-249,scripts/java-standard/tests/Test-JavaShadowCiContract.ps1,Test-JavaShadowCiContract,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-250,scripts/java-standard/tests/Test-JavaEngineeringValidation.ps1,Test-JavaEngineeringValidation,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-251,scripts/java-standard/tests/Test-CanonicalConfigurationHash.ps1,Test-CanonicalConfigurationHash,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-252,scripts/ci/tests/Test-ArchiveIntegrityRepro.ps1,Test-ArchiveIntegrityRepro,PowerShell,zero explicit-name reference tool,manual or test discovery,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,test discovery/manual validation,historical snapshots retained,none,none,tool regression,,,,,,KEEP_ACTIVE_TOOLING,Test entrypoint is invoked through test discovery or manual engineering validation,Workflow/current-doc/reference search plus historical evidence search
L-253,backend/nq-app/src/main/resources/application-ci.yml,application-ci,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-254,backend/nq-app/src/main/resources/application-local.yml,application-local,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-255,backend/nq-app/src/main/resources/application-paper.yml,application-paper,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-256,backend/nq-app/src/main/resources/application-prod.yml,application-prod,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-257,backend/nq-app/src/main/resources/application-public-marketdata-manual.yml,application-public-marketdata-manual,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-258,backend/nq-app/src/main/resources/application-scoped-okx-private-readonly.yml,application-scoped-okx-private-readonly,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-259,backend/nq-app/src/main/resources/application-test.yml,application-test,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-260,backend/nq-app/src/main/resources/application.yml,application,YAML,Spring profile configuration candidate,Spring Boot base/profile loading,not yet enumerated,not required for KEEP,not required for KEEP,Spring profile loader,not yet enumerated,not required for KEEP,historical snapshots retained,none,none,none,,,,,,KEEP_ACTIVE_RUNTIME,Spring Boot selects this base/profile configuration; safety and external integration settings require explicit profile compatibility,"Spring profile naming, @Profile/ConfigurationProperties and CI/test profile search"
L-261,frontend/src/nq-design-system/tokens/nq-tokens.css,nq-tokens.css,CSS,unimported compatibility token stylesheet,opt-in stylesheet only,not yet enumerated,not required for KEEP,not required for KEEP,not required for KEEP,not yet enumerated,not required for KEEP,historical snapshots retained,none,static CSS alias fallback,none,,,,,,KEEP_INTENTIONAL_REFERENCE_IMPLEMENTATION,Opt-in static :root fallback is documented for design-system reference and historical CSS alias reproduction,No active import; current design-system README and ref documentation inspected
